review_text,review_rating
"
                (This is a spoiler-free review.)
Season 1 of Attack on Titan didn't really impress me. The story seemed lacking, and the little story that it did tell did not make me optimistic. (I am not a reader of the manga.)
Season 2 was actually really good and, wow, season 3 is amazing. The story is fast paced, and the anime clearly has the budget and effort to back up its storytelling. It's thrilling around every corner. Every episode is solid, having either brilliantly animated action or interesting plot reveal. (Sometimes an episode has both.)
I'd say the dialogue is a little cringe-inducing and sometimes it relies on cheaper
                  techniques to move the plot along, but I find that these hardly detracted from enjoyment. (Eren's crying after being unchained was not a quality scene at all, but I don't mind it too much.)",9
"
                The first part of the third season of Attack on Titan capitalizes on themes and character motivations setup in season two while also setting up new themes and character motivations to lay the groundwork for events in the second part of the third season. Unlike the second part, not everything you see in these episodes will be extraordinary, but it is productive with its storytelling and still one of the most captivating seasons of anime I've seen. And, the show doesn’t even have much action this season.
Quick reminder: def my opinion, not an objective statement.
Also, quick note: If the opening didn't clue you in on
                  this, I am reviewing this part of the series with a reflective view following the second part of the third season. I will not be giving direct spoilers for either part, but I will hint at the moments I love at the very least. If you don’t want hints, don’t read.
Four of the characters get lots of attention in this season: Eren, Commander Erwin, Historia, and a new character Kenny. Eren and Historia change dramatically as they learn certain details and reflect upon their past experiences. Eren is redeemed and no longer that annoying protagonist that you seem to see in a lot of anime, and Historia is now her own person. Her connection with Ymir, which is established in season two, is used to great effect in driving her character progression and keeps well with the ongoing theme of living for yourself. For Commander Erwin and Kenny, we see their backstories, their motivations, and how they came to have those motivations. These two characters mean so much me in part because of the moment they inspire in the second part of the third season, which I will not explain because you need to see it for yourself.
This first part of the season is where we finally get lots of concrete details on the lore. A few small questions that you may have had about the government from the first and second season are answered while lots of new questions arise in their place. Many of those new questions remain unanswered in the third season about the timeline of the government during the events of the story in the first season, which can make you wonder ""Is there an answer?"" I personally do not find it a problem that there are unanswered questions and actually have fun thinking about what the potential answers could be. Those answers could also still come in the final season. Don't be too quick to assume that there's a plot hole ... because the writer is definitely trying to cover his bases with the world. Try to imagine what the answer could be. For me, that is one of the core appeals to Attack on Titan. Admittedly, it is a niche appeal, but the show is all the better for it in my eyes. As for the questions we did get answers for... my god. It completely fulfilled my expectations for the fantastical nature of the world and then some with mythological elements (I ain't spoiling stuff, so ask me directly if you want to know something that you might have missed in the show). And as always, there’s still more to know.
The soundtrack is phenomenal. It is so much better than the seasons that came before it (not counting the OP which does not at all match the tone of the show). Here are a couple examples that I liked.
1. At the end of the second episode the audience learns something about Historia's family that is definitely important, yet it isn't entirely clear how important it is and why. Then the symphony music cues in with slowly increasing volume to egg on our anticipation of the answer. You won't be able to resist watching the next episode lol.
2. That low volume and yet intense sound you hear once you see the cave for the first time (yes, there's a cave), it's one of those ""oh s***"" moments that gets you hyped for what's to come and the OST in that moment enhances and keeps the feeling alive inside you. It is so much more subtle than the in-your-face music from the first season, and it draws your attention to what's happening while keeping the hype! 
There are plenty more instances to mention, especially with the symphony music. It fits really well with the grand scale and mysterious elements of the show.
From the perspective of animation, the art is not outstanding a majority of the time. Excluding one sequence with Levi that is balls-to-the-wall with animation, you can tell the studio took some liberties with CG, far out shots, and moments when your attention is on the dialogue. But, that does not matter to me considering that there isn’t much action in this part of the series. There are other things to consider about the art. Facial expressions are killer, and I am still a fan of WIT studios’ shading technique when they want to emphasize the expressions. Backgrounds look good and a lot of emphasis is put on the making the environment look as natural as possible. And the eyes man, I love the detail they put into the eyes. Best irises in anime lol.
To close, I want to focus on Kenny's backstory, which is my main highlight of the first part for multiple reasons. One, I got a glimpse into the world prior to the events of the story and the underground of the capital city. Two, I got to see Kenny's character progression and how he established his motivation. Three, I got a glimpse into the royal family’s motivation and -- in the process -- discovered a new theme that resonated with me immensely and is called back on in the end of the third season. Four, it serves to set up one of the best moments in the series thus far with another theme that I resonate with immensely! That one backstory makes Kenny one of my favorite characters in the series. It is also one of my favorite episodes in the series even with all the amazing episodes in the second part. Be careful when you watch it for yourself though. Don't get too caught up in his relatives! That isn’t the most important part, I swear!
Thank you for reading! I put a lot more into this review than I tend to for others and hope you got something out of it. The third season of Attack on Titan cemented the show as my favorite without even reaching the conclusion lol. I really hope the final season is as good as it’s hyped up to be.
And for you AoT haters … don’t ask me about the maneuver gear or explosives in that last action sequence. Or Levi and Mikasa dodging bullets. I know it probably wouldn’t work that way, but does it even matter considering what is accomplished with the story? If you think something else is wrong that I missed I challenge you to run it by me. I am willing to bet it is not as much a problem as you may think.",10
"
                pee-ew stinky poo poo. this season was fucking bad. and i'm not saying this as a hater or anything this shit was BAAAD. // spoilers !!!!
I didn't review AOT S1 or S2 but I'll go over what I liked and didn't like about them to give you an idea of why this season was so disappointing. The premise that was set in season 1 was interesting yet very basic. Giant humanoid monsters force humanity behind walls for protection where they live out their lives until Big Boi and Armor Boi break what was a peaceful-ish lifestyle for our main characters. Characters are introduced whose goals
                  and motives are very obvious, wanting to kill the titans for what they've done. The first season was full of slick fight scenes with a killer soundtrack to back it up but the development of the story itself left much to be desired with the characters themselves being 1-D and developing nada. At the end of S1, we were left with the question ""what is in the basement"" and at the end of S3 (part 1) we have the answer ""now we'll find out"". What I don't like about AOT is that they do not develop the main storyline, because doing so would require making sense which S3 demonstrates is a tall task. 
So if they don't develop the main story, what do they do. Sidestories, sidestory after sidestory after sidestory which I wouldn't mind if only it was well done or made any sense. The first few episodes of S3 introduce Levi's uncle, Kenny, who took care of him from his early childhood but don't really go into any detail. The details of who he is, what he did and why he do, are sprinkled in throughout the entire season but didn't need to be done this way at all because it didn't add anything to the story. They pull of some twists which are meaningless. For example, Kenny is an Ackermann which means he is also somehow related to Mikasa. In his backstory, we learn that the Ackermanns and the Orientals (yes that's right) somehow betrayed the King and were cast into exile. Wow that sounds like an opportunity to really develop Mikasa as a character oh wait we did nothing with that oh. 
The majority of the season was dedicated to showing how Titan powers reside in a royal bloodline and they can be transferred through consuming each other. These powers are what enables Titans to make their hard armor and explains how the Walls of the city were made (but doesn't explain the beast titan, or armor boi or big boi which we never even talk about in this season). We learn that the current King is just a facade and the real King/Queen follows this bloodline which doesn't make a whole lot of sense because of the amazing other power you get from being part of the bloodline, wiping people's memories. With that kind of power, why did the family rule from the shadows? ¯\_(ツ)_/¯ Why didn't they use the power to help save humanity? Because the King's Will. That is the actual explanation. I understand that in a world where Titans exist it's not a far stretch to have more supernatural stuff but this doesn't add or explain the story. it's just a poor attempt of fixing plotholes that they made from following this route in the first place. And that's why I'm so disappointed with the story. It went from shallow filler (which I was used to and came to expect) to making any sense. Hopefully, in part 2 Eren came fix some of these plotholes with his hardening.
The art has stayed consistent through all 3 seasons but the fighting in this season was some of the least exciting. These fights carried no risk, we knew no one was going to die or even have any permanent injuries. The chase scene involving the squad going after Eren and Historia was probably the only 7 minutes of S3 that lives up to what you say from the first season. 
Something I didn't know they could mess up was the sound. The strings, the percussion, the swells of a melody that indicated some Titans were about to get fucked up are barely there. The backing soundtrack just felt like a watered-down version of what I loved in the previous seasons. I think a huge part of this is because there just aren't any moments were it's appropriate, nothing sad enough to warrant the Reluctant Heroes or epic enough for EMA. 
Now for undoubtedly the worst part of the series, the characters. 0 development still shallow as always but now they aren't even consistent. Eren has always been one of the most annoying characters, not developing at all, always just yelling. In S3, he does a lot of crying though. Crying over the things that he is not even responsible for and instead of taking it upon himself to own up for mistakes his father made. Except in the next episode he remembers his dad was a doctor so he probably did all those horrible things for a good cause and he's happy again. A great scene that did come out of all of this (although I don't think it was intended for this effect) is when Eren realizes how boring and pathetic he is. When he learns about how he got his Titan powers he realizes that without them he would literally be a nodody, not special in anyway at all, probably would have been killed by a Titan in S1. Coming to this conclusion, he begs for his life to end to atone for how boring of a character he is. 
I wouldn't say that I am a fan of AOT but I liked the first season and I enjoyed the second season enough to watch this one but nothing could have prepared me for how bad this was. In S2, the bomb that big boi and armor boi are Reiner and Bertie are just dropped so casually but we literally never even address it once in the 12 episodes. We get to see another clearer shot of beast titan and now we can say for sure that he is blonde. 2 seasons later we aren't any closer to uncovering the secrets of this world that didn't even need to exist. I'm just rehashing the same points by now but I'm just frustrated with how they dealt with an arc that added nothing to the overall story, setting and ""character development"". Overall, I would this was the worst season yet which in a way is a good thing because part 2 and season 4 could literally not go anywhere but up from here.",3
"
                Since it is a split cour, time to make a review. I really looked forward for this season of Shingeki no Kyojin. In the trailer, they showed us that Levi is the main focus of this arc. Then on Ep.1, they introduced us (with the best way possible) to Kenny, the ""main villain"" of this arc/season and the one who took care of Levi when he was a kid. The first 2 eps delivered the hype. At that point my rating is a 7/10. They showed what I came for. A Levi centered arc. 
Then the next few episodes the focus was shifting away from
                  Levi and instead shifting to Historia and the Reiss Clan. They are simply uninteresting and they bore the hell out of me. At that point I was already losing my hype. Then the rest of the season focuses on them and Kenny just dies because he got caught from a blast which is pretty anti-climatic IMHO. I wanted a Levi centered arc not this since that is what they hyped. The first 2 eps are really amazing but as the episodes pass by, the quality decreases. Rod Reiss was just a mediocre villain. Just plain uninteresting. The lack of exposure between the relationship of Levi and Kenny just disappointed me.
This season also has the least sense of danger on all 3 seasons. On the first 2 seasons, I can feel that anyone could die at some point. On this season, no. I know everyone was going to survive at the end like a typical shounen anime.
For the positives, I like the flashback abour Eren's dad (Ep.11), the first 2 eps (I know I am spamming this but they are really awesome) and Erwin's part on the season.
Overall a 3/10. Potential wasted.",3
"
                I went back and forth on what I should rate this anime and I think I actually gave it a little bit too much credit. Let me start by saying that this is the most overrated anime of all time. Season one was good, season 2 was ok, but season 3 was just...words can't even describe how bad it was. Because of all the hype I decided to watch Attack on Titan, after watching season 1 I really liked the show but it eventually started to feel like your average everyday anime. Mc has some awesome power, gets mad and exposes it to everyone, and
                  some basic side characters. I was really debating if I should continue watching Aot after the major disappointment that I felt in season 2 with the plot getting absolutely nowhere and barely any character development. I can't believe I sat through 12 more episodes of this mediocre anime. I would not recommend this anime and I don't think I will watch season 4. For that reason I give Attack on Titan a 5. (that's being generous)",5
"
                From the mysteries of the second season, now the third season takes the reins with political upheaval along with all those mysteries uncovered and still withstanding in the first and second seasons...with varying degrees of success.
Shingeki no Kyojin Season 3 is a good continuation from the second season and how this season takes it's direction less from the Titans and more so in the government and the people inside the walls with a political upheaval in the mix of it all.
LA will say like LA said about the second season but Krista or Historia has ALOT of screentime in this season and all the more
                  for it with how much plot significance and how much of focal point Historia has at the anime at large with Eren tagging along, which oddly enough they have a small but impactful link with one another and this in turn makes them targets for the King, Eren for his Titan powers and Historia for other reasons with Kenny Ackerman on their tail. On talking about character development, the development for most of the characters are spread around sparsely to say the least with little interactions from the main cast to gauge us how or what the characters are feeling or change in personalities, small ones like Jean and his quandary of having to kill people not titans to Erwin's dilemma of the social structure and injustice of the people inside the walls and heck some characters LA wasn't expecting to get character development no matter how small. Historia and Eren getting the spotlight is a given but those little interactions help to say the least especially with such a huge ensemble cast. 
So with the political upheaval, comes into Historia significance of the plot and how this pertains to Eren and to be honest as daft as the plot sounds, it DOES makes sense how they are linked, no thanks to both Historia and Eren's past family failures and ambitions. Though the political upheaval is taken as expected in these kind of plotlines you know ""corrupted"" as per usual, it's more or less HOW they are overthrown with the main cast with their backs to the wall in how they turn everything around which is one of the more better executed moments in this season as anti-climactic and predictable as it was. 
With Shingeki no Kyojin Season 3, there are plot twists as per usual but more so there are SOME form of answers given, like the King and how the government works in a better or should LA say corrupted light, Historia's backstory and how this links with Eren and gives the barking, shouting main protagonist some new light to his character in the process especially with his hatred of Titans and how Historia utterly takes the spotlight once again with her involvement, not to mention how she later pertains to the plot and the changing social structure as a result of the overthrown government.
In terms of animation once again done by Wit Studio, the animation was consistent and very well detailed right down the awesome fight scenes as sparse as that was in this season with the lesser Titan killing and more human villains of this third season but nonetheless the choregraphy to the planning of the battles as well as the more insane things that occurs in this third season was beautifully and viscerally animated with the consistency to boot, Wit Studio did it again in this front at the very least.
The voice acting was great and expected with the returning and new characters in the mix with Kazuhiro Yamaji as Kenny as the gruff suave badass Kenny to once again Shiori Mikami flexing her range as Historia even more than ever in this season as well. Yui Ishikawa, Marina Inoue and Yuki Kaji gets decent coverage as their respective roles, though LA felt that Yui Ishikawa as Mikasa got lesser screentime, no thanks in part to Historia getting more focus but nonetheless. Overall voice work was expectedly good for a continuation. 
Shingeki no Kyojin Season 3 Part 1 was in LA's eyes the more human side of corruption in comparison to looking at the more Titan corruption of the second season, looking more into the societal injustice than the mysteries of the Titans, sure the third season part 1 does have it's mysteries it digs up and answering some, but even then the characters more than anything shows much more of a precedent to this time around and with that, the third season part 1 was a success in LA's eyes, Shingeki no Kyojin took it to another new direction, but was still focused and it executed itself quite well in this regard.
Now there is a second season...of this third season announced (you know much like how Shokugeki no Souma's San no Sara did with theirs), LA saying ""third season part 1"" being quite obvious to this fact, leaving the first part of the third season where the main cast are on their way to the elusive basement..and as much LA hates the entire ""splitting cours"", LA is more than graceful in saying that if Wit Studio need to the time to refine their work, or you know..rest then that's fine by LA, but LA expects the same standards or maybe even surpassing that for this Part 2.",9
"
                 Given the nature of today's media consumption, rarely does anything 'stick' unless constant updates are provided to keep out attention.  Wit Studio's faltering in releasing the second season of AoT has resulted in the series's current lack of attention, which is a shame because it's only gotten better since its first season.  
Story:
Our story continues in humanity's fight against the titans, bringing us back within the walls of Shingeki no Kyojin (or Attack on Titan, I just prefer the Japanese titles) where instead of a mass slaughter/operation to fight the brainless naked people, we're given character moments, backstories, lore dumps, a lot of exposition, more lore
                  dumps, dear god how many lore dumps are there?!
Harking back to the kind of tone that was established in Season 2, a lot of what Season 3 has to offer comes to expanding the cramped world of SNK outward by giving us an astronomical amount of lore and related content that gives a few answers and many, many questions which lead to said answers.  A lot of the focus this time is centered around Historia, who got a major upgrade from her role as the background 'cute girl' that she was established in way back in Season 1, expanding her role as a character and the significance she holds after the events in Season 2.  This, combined with a lot of retrospective moments that make the struggle of sustaining a population with limited space really helps set the alarming and desperate situation that the characters are in and gives a lot of motive as to why the Scouts give a damn to 'take back Wall Maria', as they've been saying for basically three seasons by this point.
While a nice (and beneficial) change of tone is good and all, the problem with the way this is presented is simply by how much of it there is.  Factors like explaining the royal family, who Historia is, facts about Eren's dad, the origin story of Eren's dad, introducing an entirely new character who serves as an extension of Levi, bringing back an old face that appeared for like three episodes in Season 1, the list can goes on and on.  This overload of information makes it extremely difficult to pace out correctly and ended up making the series disjointed and clunky in its presentation because all kinds of different information was being presented, especially in the latter half of the series where we get several episodes which were one-off episode backstories.  The information is good and helpful, but the place for them was certainly less than ideal.
There's also the issue of Wit Studio saying they're 'taking a break' and split the originally 2-cour season into season part one and two.  (J.C. Staff, don't you laugh, you're guilty of this too.  You too Diomedia.)  It's one of those emerging practices that I'm not a fan of.  Yes, studios need a break and a bigger time window so the animators can breathe a little bit, but the place that they ended on was such a big hype moment with a massive cliffhanger that it's infuriating as the audience to have to wait several seasons before it can be released.  Especially when the last few episodes of the 'season' just sort of meander without any real point to it since they can't go farther risking an unsatisfactory stopping point.  That's one of the major reasons you lost a lot of viewership and attention here in the west after all, Wit.
Overview:
+ Good tonal shift
+ Lots of worldbuilding and character moments
-  Too much of it was jam packed together
-  Ended right when things were getting fucking good.  (You're blueballin' us here.  And not in the good way.)
Characters:
On the note of characters, the theme with SNK seems to be ""Do everyone but the main characters"".  While Eren certainly didn't get the spotlight in Season 2 which was a nice breath of fresh air from his teenage vengeance boner, him being a more important part of Season 3 yet not really getting anything to himself aside from moments of reflection add, but don't do his character any favor.  He broods around so much that he does indeed seem he's growing, but does it so much that it kinda gets annoying.  A shame too considering a lot of his reflection does his character a lot of good.  I just wish it was done more subtly and wasn't so frequent.
Historia on the other hand gets so much attention that she might as well be the main character this time around.  The entire season is centered around her character and her family history, which ties into the overall lore of the series.  What we see is a dramatic growth in character that builds her from the meek and shy girl she was before to one worthy to pay heed to.  It's good growth that catalyzes a lot of organic action and motive, and was definitely one of the highlight moments of the season.
Unfortunately, much can't be said for the rest of the cast.  Levi gets his own mini area to himself, but it's not nearly as developed as Historia and feels sloppily made cause it's not HIS backstory; he's just part of it.  (That and the setting for it comes outta nowhere.  We were literally never told that there's an 'underground' before.)  Armin and Mikasa are even worse off.  They don't really do anything aside from move where the plot demands them be.  Even if they're pushed to the side, they're still protagonists, and should facilitate the plot in some way, but they don't.  The same could be said for any of the remaining scouts, where Jean just serves as a character foil to Eren and having a split relationship with Marco, and miscellaneous characters/cannon fodder who by this point you really shouldn't care about cause their impact quite literally lasts for 10 minutes at most.
Overview:
+ Historia's growth
+/- Eren's self reflection
-  Everyone else kinda meanders
Art:
It's been 5 years since the release of the first season, and Wit has drastically reduced the thickness of the black outline of the characters.  The art is essentially the same, but higher quality, with some very nice choice animation sequences that stand out amazingly.  The introduction of new areas also aid to make the world a lot prettier as their involvement expand the world and provide the animators something new to draw instead of fields and buildings.  
The usage of CGI is also pretty prevalent this time but doesn't stand out due to the series using it sparingly and only during wide or distance shots, which look amazing when they happen.  It's rare that I see CGI usage not bog down the show, so this is a case where I have to give Wit congratulations on a job well done.
Sound:
Like the tonal shift, the music we get is a lot more somber and isn't so high energy and firing at all cylinders like previous seasons.  ""Red Swan"" by X JAPAN and HYDE is more focused on the vocals and has a smoother sound to it.  Using a lot of piano and a lot less repetition like its OP predecessors, this song sticks out to me not only for that fact, but just how much it ties into the season with its themes of self reflection and perspective. 
Similarly, ""Akatsuki no Requiem"" by Linked Horizon is kinda like a less intense version of Season 2's 'Sasageyo', being more focused on having a smoother sound and sounding more like something you'd hear sung by a choir than a battle cry.  Again, it's one of those changes that I'm a fan of, expanding the potential of the series and the apparently complicated lore that it has.
Personal Enjoyment:
The 'Shonen' genre has had three ages up till this point.  The first age was the Big 3: Naruto, Bleach, and One Piece dominating the space with HunterxHunter lagging behind with a somewhat smaller but strong base behind it.  The second age expanded with an explosion of popularity in the west: SAO and SNK being the forefront of that movement, both of which sitting mostly in memoriam but still have an existing following behind them.  Currently we sit in the third age with Black Clover and especially Boku no Hero Academia, but we're focusing mostly on the second age here.
Having followed the adaptation since the birth of the 'second age', I found Season 3 to be not as strong as Season 2 in terms of execution, and sort of as an equivalent to Season 1 if Season 1 focused more on trying to build the world instead of insane violence against both humans and titans alike.  It's still a positive change however, and gives the show a stronger footing in the overall story it's trying to present, even if the lore delivery was pretty messy getting towards the end.  Had the season not been split into two, I feel like it could've done a lot better overall since easy lead-ins would benefit the story more instead of NEEDING to end on a massive cliffhanger in order to keep people interested (which for the most part only angers your audience) and I would have more time to catch up instead of marathoning a fourth of the series in one sitting.  
If you want more SNK, watch it.  Honestly I'd vouch for this series to be seen by more people because it's good, but hardly anyone cares about it because the landscape of anime is extremely unforgiving due to the seasonal schedules and the consumer's need to consume things and quickly forget them once the season's over.  It's a shame that Wit only found their footing to easily release more episodes of the series three years after the hype had truly died down, but for what it's worth, it's much easier to get into the series without fanatics memeing the fuck out of it so you can actually sit down and enjoy the goddamn thing without interruptions.  It's nice, if not a bit tragic.",7
"
                 So, how the fuck is this the same anime as the one from season 1 ? It got from humans vs a sort of apocalypse, larger then life threats, or coping to deal with life issues, to piece of shit humans vs piece of shit humans. It is soo poorly fucking made, it makes Resident Evil and Game of Porns look like masterpieces.
Why the hell are the characters alot of the times over 9k on the retard level scale ? Why do they emo the shit out of some drama scenes, that don't absolutely relate or show any kind of lesson the characters have
                  learned from the past, or past experiences that help them cope with such issues ? You know what I'm talking about, BASIC FUCKING EVOLUTION. Or at least what every decent human being expects of anyone that has been through life, or through certain situations. The characters did not even evolve anymore, or at least stop evolving, it's worse, they devolved. 
Why do characters that were implemented greatly, suddenly lose their shit or start wondering about their purpose etc. whithout any apparent reason whatsoever ? 
Plot holes ? This show has a bigger plot hole than Uranus. And I swear, those fucking random Titan powers, or wait, they're not random at all, they're fricking there to fix the shit story and the fucking plot holes. At this point, it wouldn't be surprising, at least to me, if any or all blonde characters start growing their hair and go SS4 and over 9k all of a sudden. It's just made in such mockery and ridicule that I can't even...I've even started wandering, is there any story, or anything happening this season even worthy of attention ? It's just so bad and random, I have a feeling the next plot twist will be even worse or just undo everything that's been done until now.
Why didn't they continue where they left off in season 2, and suddenly just starting throwing in characters or killing characters no one remembers or even cares about ? This season was so stupid and redundant, they literally could have covered it all in 1 episode, or by lettting 1 new character do his thing. Such a waste of time...And, at least for us human beings, time is the most important resource available to us, so I think some people will be able to understand my frustration with this season.
In all honesty, I am so disappointed, angry, annoyed and the resentment and loathe I have for this season (which I've been expecting for quite some time now), I can't even express in words...Never expected the series to take such a huge fucking nose first cliff dive.",1
"
                 I love this show and always will so I am a bit biased but I feel most people can enjoy this show and this season. The action is always entertaining, music is always hype, animation is always amazing besides maybe a facial expression every now and then, same old characters that I love plus development for them and new ones, and I like that we are getting more knowledge about the world and titans finally plus some rebelling against the government stuff which is cool. It differs a bit from the manga so far as the creator wanted to change some things and if
                  you are a anime only and even have read the manga its still great and the changes don't take away from anything unless you want everything from the manga to be in the anime (which is never gonna happen for any anime really because of budget and just not being all that important really) but even if you are that nit picky its still a great show and to me its one of my favorites.",10
"
                Just as a heads up, I haven't read the manga, so I'm writing this review while only knowing what we've seen in the anime. So, I'm not the biggest fan of Attack on Titan. I can't deny that it's storytelling and visuals are remarkable, but it's never really been my thing. 
This season, that changed. Why it changed, I couldn't tell you, but something about this season really got me excited for the future of the story. This season is very much a Levi season. While the story still focused a bit on Eren and his backstory, really, season three of Attack on Titan was
                  centered around Levi. You'll get an episode on Levi's origins, and you'll also get to meet Kenny, someone that's tied deeply to Levi's past. I think this slight shift away from Eren helped rejuvenate my interest in the series.
However, this season will also give some long awaited answers to Eren's family, namely his father. Not only will you get backstory on how he met Eren's mother and what life was like for the two of them inside the walls, you'll learn who Eren's father was before he entered the walls. Not to mention, this season finally sets up what exactly is in the basement of the Jaeger house. Or this half of the season, I should say. 
Both Levi and Eren's history are very, very excited new pieces to the story as well as Historia's history. The overall pacing of this half of the season was done very well as the proper sections of story dropped when they should've while still having the proper down moments.
Of course, I have to brag on the visuals because they get better every season. A new Titan is introduced in this season, and the look of it is insanely cool. There are also brilliantly done environments that I love.
Attack on Titan still isn't entirely in my wheelhouse, but if it is for you, I think this season will impress you more than any others. The teaser for next year's content was very intriguing as well, so at the very least, my interest is still very much peaked for 2019. Here's to more!",8
"
                I was very disappointed by this season. I felt like season 2 was a set up for season 3 so I let it pass but now season 3 just feels like a set up for season 4. It was ridiculously slow and there was only one fight sign in the whole show that was good, the rest was just purely talking about about their feelings, their past and some plot development. 
This show has been hyped way beyond it's level and I think because of that I feel more disappointed. The characters are generic at this point, you can pick any shonen anime character at
                  this point and plug him in and you'll get the same result. there is no depth left.",6
"
                Story / Characters 8/10 - well, its 1:1 manga adaptation and the story only gets better as we move on. Its one of the very few currently airing series that I can watch without constant facepalms (like Steins Gate 0 or Boruto) and cant wait for the next episode even if I know exactly what will happen. 
Art / Animation 9/10 - well, not much to say here. Its joy to watch and one can pray other series (cough, DBS, cough) were looking THAT good.
Sound 7/10 - overall soundtrack is good and keep up with visual side, however openning is dull compared to amazing high
                  energy ones from 1st and 2nd season. It's a dark, brutal series with tons of fast paced action, not a slice of life.
Overall 8/10 - one of the best shounens in decades, which I can safely recommend everyone. Captivating plot, great characters, beautiful art - jsut watch it!",8
"
                Attack On Titan's third season is the most impressive instalment so far - a surprising merit considering it has the least amount of actual titans. AOT proves here that it does not need to rely heavily on its premise to deliver a compelling narrative. While the traumatic first eight episodes of Season 1 remain the best collection, Season 3 manages to mostly overcome the struggles of pacing that its prequels fall victim to - like so many shonen - and takes large steps forward in character development.
While the first episode of this season put me off with the sudden introduction of Kenny, his involvement is
                  so well executed that it's impossible to count it against the show. Political intrigue and the criminal underworld are not at all what one learns to expect from AOT, but the pacing and volume of exposition are carefully used to keep you guessing all the way through. This is especially refreshing after the previous season, where the viewer was made aware of the origin of the latest titan incursion far too early, and subsequently forced to watch the characters play catch up for a few gruelling episodes.
Almost equally refreshing is the huge drop in screen time given to Eren. This is probably much more personal than anything, but I find Eren to be one of the weakest characters in the series. His story is fleshed out enough, but it is used only as a justification for his one-dimensionality rather than a driving force behind complex emotions or motivations beyond ""must kill all titans."" I'm not a fan of shonen anime in general, and so I personally find anything reminiscent of angry revenge-bent fighting men yelling back and forth for episodes at a time a bit jarring. Mercifully, Eren finds himself incapacitated for the majority of this season, giving room for the impressive cast of side characters that AOT has masterfully developed to shine.
Pacing is still a slight issue towards the end of the season, and the arc does feel a bit detached from the grander narrative of humanity vs titans. I can see this being an issue for some viewers, but I felt that enough exposition was offered to offset these issues once on the other end. By becoming more grounded in people and politics, Season 3 sets a different standard of verisimilitude. This is shaken only by the drunken puppet king seeming a bit offensively lowbrow, references to Kenny massacring the military police, and Eren seeming surprisingly unshaken (other than his immediate reaction) by the huge revelations about his father. I'm not too familiar with the changes to the animation team for this season, but it does feel like the visual quality has dropped slightly compared to its predecessors. In contrast, the opening theme for this season is especially beautiful - both the visuals and song.
Season 3 gives considerable effort towards developing more characters such as Levi, Erwin, Historia, and more. Giving us glimpses of their younger selves, even in the opening theme, and further explaining their motivations and flaws goes a long way towards humanising them, something most peers of AOT within its genre neglect.
Overall, it almost feels as though some subplots of Season 3 were designed to be filler, offering slightly less consequential answers while setting up for its second part. Whatever their intentions, these arcs are executed well enough that they secure Season 3's stealing of the spotlight. Almost paradoxically, this season is the most ambitious leap so far by not utilising the external pure titan threat, which is the centrepiece of its ambitious premise. As this first part of the season ends with the resumption of the overarching narrative, I hope that the strides made here in repairing previous shortcomings continue.",8
"
                WARNING: THIS REVIEW CONTAIN SPOILERS
If you thought that the previous season had fun plot holes, with this one you will build a whole circus. Let's keep seeing what's the author had to offer us:
1. Useless sidestories: They introduced us a relative of Levi. What was the purpose of that? I don't know, because we didn't receive any type of relevant information to the plot. It was like a filler basically. 
2. Visions: Now, our protagonist Eren can have visions about what is going to happen next, that is, he has now acquired the ability to read the script in advance. How is this possible? Mystery.
3.
                  Armin being caught: The pursuit was really fun. One of the bands was quickier than the other when the script demands it. Why didn't make a more believable pursuit? I don't know. The writer has us used to challenging the physics and logic of his series. And talking to the logic, there are more inconsistencies in the following points.
4. Historia: She was part of a royalty that makes her more special and gives her special privileged abilitties. Why she didn't use them in the previous seasons? No fucking idea. Also, the Historia past is basically humanity vs humanity because there are an ability that can control all the titans. Why did was not mentioned in the previous seasons or, at least, an anticipation about it? Mystery. In other shonen, at least, the writers had the decency to show cliffhangers with future antagonists, kind of anticipating there's a bigger threat coming. This one looks like it came out outta nowhere. Now, the show should be called Attack on Politicians in this point.
5. Amnesia: Historia gave memories to Eren, I was freaking out when I saw this scene. Now the author decided to use the amnesia as a plot device. The reason of why this was a plot device is because the narrative flow depends on Eren remembering things. Mamma mia, now Eren is overpowered, has the ability to read the script in advance and can remember things in order to continue with the plot.
6. Founder Titan: By far, the worst plot hole of this season. This guy had the ability to manipulate all the amnesia and memories of a whole race. There are a lot of plot holes with this guy, for example: If he had world knowledge, why didn't he divulge it? I don't know, there should be at least some smart people that can be used this information for a good purpose. If this Titan, suposedly knew the current issues with the titans manipulation, why he didn't interfere? No fucking idea. What has this titan been up to throughout the series? Mystery. If this titan had done something, even if it was something small, the series would have been completely different. I suppose that this titan's will it's like the Force of Star Wars or the faith of Fast and Furious.
7. Victimization: If Eren, by himself, was a character he was not liked by many, now we see him cry and suffer for things that he has not done. Why does he cry for things that were not his fault? I don't know. It makes no sense for the writer to try to make us empathize with someone who is greatly benefited by the script. In many shonen, this same problem also occurs. In addition, Eren received more power ups in this season, like if he didn't receive enough of them.
Up to this point, I wouldn't be surprised if they featured later themes like time travel, Eren being a messiah or a cheap attempt to make him look like a martyr who wanted to save the world. Is this true? Let's find out in the next review where more laughs, plot holes and retarded aspects wait for us.",3
