anime_id,review_text,review_rating,author_username
19815,"
                WOO, the red outlines, vibrant colors, very eyegasmic. The music, don't get me started.
No Game No Life. 
Life itself is an endless game of preoccupation. If you aren't playing anything, then you sort of have ""no life"" as to say. 
If you're somewhat of a gamer, this echos a pretty strong atmosphere of an escape from reality into a ""reality"" with endless possibilities and potentially boundless adventure, action and mystery. 
I think we can all relate to the main characters. Spawned from nothing, dragged into a world that is fixated on ""growing up"" and tossing away enjoyment that serves no greater purpose. Hit with sort
                  of a debt. The debt of keeping and sustaining life. Being something we don't have to be, doing things we don't need to do, caring about things we don't care about.
Story(7/10)
 No Game No Life depicts society as a bunch of people in business suits that for the most part fixated on the maintenance of their image on how they appeal to society. We follow 2 NEET siblings as they are taken away from reality into a mysterious world filled with the logistics that everything is settled by a game. 
This makes life there feel more vibrant and exciting. Who doesn't like games? Competition is rather quite fun. 
But the story is sort of generic, lots of harem, lots of eech, basic alt. reality plot but this by far is one of the best in it's genre of fantasy and escape2gamereality. Everything is a gamble, there is a risk, people cheat, it's one hell of a challenge. 
Art(10/10)
pretty vibrant colors. diggin the red outline. 
Sound(10/10)
Do not get me started on the opening. The beginning piano sequence was very sad, yet very real. OST is lit.
Character(8/10)
The girls in this anime are pretty generic although I haven't met any character like Shiro before. Harem, tsundere tropes everywhere
Enjoyment(10/10)
Very much enjoyed. There is an intrinsic challenge in that humans are the weakest race in terms of physical strength and almost everything else. It makes it all the more interesting on how they are going to punch through their tropes and limitations. The chess analogy was spot on.
Overall(7/10)
   If you're in it for the entertainment and you're a gamer, just watch it.",7,peanutbutters
19815,"
                if we are talking about fan service seriously I am not the fan of Brother-Sister love stories or any other weird things between them.
what you see in this anime is totally foolish. 
they had a great base story that is about games and peace and the world without war but adding weird things that we call them fan services ( i mean a relationship between two main characters and a half naked dumb girl that follows them ) is something that makes this anime so nasty.
it makes me uncomfortable to communicate with the anime.
I don't know about other fans but I am not watching anime
                  to see how can a brother and a sister can have a weird relationship.
Pros :
Decent base story
Cons :
Sick mind Fan Service
Boring Art
Weak Characterization
Nothing special about OST",1,Sharur
19815,"
                No Game No Life (NGNL) is the ultimatish example of satirical intelligence. Much like what you see in Benedict Cumberbatches interpretation of Sherlock Holmes' character, you can expect a lot of what the eager audience considers ""intelligently cool"" to be chopped down into a blend of indomitable narcissism and a complete disregard for any feasible scenario by the writer. The one major difference between NGNL and that Sherlock prick is that NGNL is leagues more playful, and it benefits from that to no end (despite losing out on practically everything else). I consider this show to be a rather poor example of how to use
                  'super-intelligence' as a power, but it really is a show that you just love to love, peaked not only by its beautiful art and (somewhat) entertaining cast of characters but also it's phenomenal sound-track; which really puts that oomph into every episodes climax.
So then, let's begin at the start. The story. Which has two major distinctions, and two major flaws. The first distinction in the story is that our MC's come from another world. Yes, I know, a very cookie cutter beginning, but I don't really have a quarrel with it so long as the story does well to remember it, which it does buuuut not in a way I like. The only reason that we're reminded of our characters origin is, at the end of the day, to depress us. Every time origins are brought up its followed by a complete loss of colour pallet, soft and moody music, and some sad story about how much our MC's hated the world we live in. Its almost they're trying to reach through the screen and say ""Yeah... you're life is reaaaaalllly shit, look at this total work of fiction, wish you could enjoy this? Tough shit we're not making season 2"" - This is, of course, regardless of the fact that they just spent 15 minutes pumping us up and building up the hype.
Anywho, the second major point of the story is that our characters are ""super-duper smart"". One is a sweet-talker and the other is apparently a quantum-computer disguised as a human child. While they each have their specialty they're both equally as impressive in their peer's respective fields and the only reason we pretend that one is better at something than the other is that it fits their rather uncanny personalities. But that's not the point. ""super-intelligence"" is SO much harder to execute well in a show than - I reckon - even the writer expected. In certain cases, it feels like the solution was thought up before the conditions of the problem and it leaves a lot of the climaxes feeling hollow. This isn't even to mention the fact that this super-intelligence is only ever exhibited when the MC's overcome the issue and reveal that ""yeah, we thought you'd do that like... 3 episodes ago"". There's no genuine quick-thinking in this show, which is something I can heavily praise a show like Death Note for (a show that does super-intelligence more correctly). And, to add to that, after watching a show like DN you do really miss out on that ""catch up"" moment, where everything clicks into place and you feel like you've finally caught up to something being worked on for episodes. I think the best way to put it would be 3-dimensional. NGNL's interpretation of super-intelligence, however, is extremely 2-dimensional.
Besides, maybe, a few cultural complaints, like sexualizing a 12-year-old, a ridiculous amount of poorly executed sexual tension and the annoyingly incessant and, sometimes, incestuous referencing of sex, I can't really think of much else to complain about. Although it is fucking weird. I understand that in Japan a lot of this stuff is considered humor and the rest is probably a bi-product of their relatively controversial laws and culture that centers around being allowed to sexualize children (at least in cartoons). I can only say that I find it cringy, and from a western perspective, it really damages the overall viewing experience. If you can find the humor in it, more power too you I guess. If you find anything else from it... see a therapist.
I'll close this off with what I Believe warrants such a positive score, despite my rather heavy bias towards negative feedback. The artwork is amazing. This is what a proper fantasy setting looks like and its only sweetened by the most vibrant color-pallet I've ever seen. The music elevates every moment to make it feel like its so much more than it really is. It has such a great effect on some scenes that it could almost be considered overbearing. The characters are entertaining. Outside of the annoying humor and cringy attachment to animals and genitals, the characters are actually fun to follow. They don't develop in any way but they're in a position (especially given the length of the series) where I wouldn't really want them to - this is the kind of show where the world adapts to them, not the other way around. Finally, the experience. Its awesome. It leaves a little to be desired in a lot of places but I don't think NGNL takes itself seriously enough as a whole to actually consider that a deal-breaker. If you can see past the cringe behavior and rather shameful comedy then I do wholeheartedly recommend that you give this a try.",7,LackOfARealLife
19815,"
                The story has oh so much potential. I could see the idea spanning hundreds of episodes. But lets hope it doesn't. We want this story is short, important bursts to keep the momentum flowing and I think it does that. Truly the palette is a bit white-washed but that's not that bad right?
Enter the powerful and calculating Sora (brother), the quite and unassuming Shiro (sister) and the ditsy but heart-of-gold Stephanie (slave?). Yes the series are liberal with females of every trope and they will sometimes show off more than what's appropriate for day time television but you can convince yourself its primarily all about
                  outsmarting and outplaying opponents right?
Fan service aside, the anime is obviously riding on the tails of other said video game animes but this isn't a bad thing. In fact, it offers a fresh new perspective on a genre we already thought we were comfortable with and the playful style will have you rooting for our brother/sister from start to finish, even if we have to suspend our disbelief by just a little.",8,Tarkemelion
19815,"
                WHY I LIKED:
⬤ Oversaturated/pastel colors and smooth animation (though it gave me migraines at some point..)
⬤ Creative designs (The entire planet is a spherical chess board!)
⬤ I enjoyed Jibril and İzuna boss fights. Both settings were well designed.
⬤ Constant tension through 12 episodes. The story never slows down, on the contrary, it also preserves its lightheartedness.
⬤ Intense scenes are always backed up with some fast energetic electronic/pop music which makes the whole season very easy to dip in one sitting.
⬤ The soundtrack is very vivid and above average, in harmony with the art style, though nothing particular stands out.
⬤ I found Shiro very unique and
                  likable. Voice, Expressions, the way she insults others. She is %100 kawai
WHY I DISLIKED:
⬤ Too much fanservice, harem
⬤ Too much yelling
⬤ The concept of conquering lands and millions with gambling and other crappy games, Im having hard time accepting it..
⬤ The way puzzles and conflicts were solved isnt rewarding. I guess this is what happens when a self-insert main tries to solve puzzles..
SUMMARY:
The anime did fine job in most areas. However I am highly allergic to ecchi and comedy combination, even so, I tried my best remaining objective as possible by giving it a juicy [[8/10]] !!
Story: 6/10
Art: 9/10
Sound: 8/10
Character: 7/10
Enjoyment: 8/10
Overall: 8/10",8,ardaarsen01
19815,"
                No game no life
Because of the many positive comments and his hyps, I finally decided to give him a chance. However, this turned out to be a fatal mistake.
Genre: The genres were poorly implemented and are emphasized too weakly. In addition, the ""humor"" in the anime is not even there if it is intended for pedophiles with sister complexes.
Story: The story is pretty simple. A sibling couple, another world comes to him and tries to regulate the whole anime with everything through games and to conquer everything until they can finally challenge God. Everyone has implemented it even more boring than it is and until
                  episode 9 nothing interesting happened.
Animation / pictures: Definitely one of the few anime that I can criticize superficially due to its incredibly bad drawing style. In addition, the general animations are pretty bad and the brightness of the anime is far too high, it really catches the eye.
Characters: Well. The characters couldn't have been worse. Little kitten sister and a completely perverse big brother. Their relationship also suggests a sister complex of the manga.
Conclusion!
Definitely one of the worst anime that I've come across. The hype and its positive evaluation are not worthy of him. It is also a simple pedophilic ecchi that shows an extreme little sisters fetish and even offers a lot of skin from 11 year old children. No humor, no story, just boring.
I only have a well-considered 2 / 10-",2,Resting_Bonfire
19815,"
                This show seems to get a fair amount of flak, that I personally find a bit unjustified. Yes, the fanservice is admittedly gratuitous and very prevalent, and yes, the characters and story aren't exactly deep, but that's not really what the show strives to be. When it comes to many shows like this, you usually always know that the main character/s will come out of whatever battle or confrontation they're in as the victor, however they will struggle a bit in order to add elements of tension. This show's main protagonists, in a show like this, are going to win regardless, so why hide it?
                  That's essentially the way the show is laid out. What makes this show worth watching is seeing how these characters and their stupidly high intellect will go about winning these games. If you're looking for something deep, you won't find it here. If you do, however, look at this show for just pure entertainment value, you may end up having a good time with it. This show revels in it's ridiculous, over the top nature, mixed with a batch of interesting games with varying crazy and amusing rulesets that provide much spectacle, with a particularly beautiful artsyle to boot.
If you want to get the most out of a show like this, I'd take it for what it is. Entertainment; which it delivers in spades.",9,Aluhvee
19815,"
                Story - 10
It's remind me like mondaiji-tachi it was such a great anime.. with protagonist come to the paralel world and doing somewhat great game with life in stake..
Art - 10
Hell yeah, i love it
Sound - 10
Sora 8/10 (normal meh)
Shiro 10/10 (sooo cute)
Steph 10/10 (funny way to talk)Jibril 10/10 (has two voices? xD)
oh by the way i love the opening song :D
Character - 10
of course i like it, there are boobies everywhere #slap
no no no, i mean everything is cool...
Enjoyment - 6
why i give it just 6? i know that this anime just will be done in 12episode.. maybe if the anime still doing until the end i'll give it a 10 star in enjoyment..",8,tatasfachrul
19815,"
                No Game No Life was the third anime in its concept I had watched (after Overlord and Sword Art Online), where a teenage gamer finds himself locked in a virtual dimension (details aside).
The sole reason I haven't given it a perfect score is the fact that there may not be a following season/anime, and that saddens me. Also, Sora and Shiro are too ""overpowered"" for their age (mostly Shiro). [-1 pt]
Nonetheless, I loved this show, it's incredibly well-made, very humoristic, and it's very touching to see how the relationship between Sora and Shiro evolves in this new world. The characters have some depth to them
                  and the visuals are incredible. I find the artists did a splendid job, compared to some other animes, being consistent with their color palette and the different tones used in varied situations to present the viewer with different emotions.
*Special mention* : No Game No Life has one of the best opening theme songs of all animes I've ever watched (and I've watched a couple). I never get tired of hearing it.
All in all, whether you're a gamer or not, I recommend watching this anime if you're looking for something that's easy and fun to watch, as it was intended to be.",9,Zach-chan
19815,"
                Having only seen two episodes, the characters intrigued me in the first episode, and I lost all interest in the second. I came into this anime knowing it would be filled with fanservice, and if my 9 score on Kill La Kill is any indication, I have no problem with fanservice. My problem comes when it becomes shameless. You write two very interesting characters dependent on each other only to turn the brother into a hopeless virgin that longs to get his dick wet. I get that the joke is that he can't get with his sister because incest, and she's like 12, but it
                  just wasn't funny to me. It came off as loli incest pandering, rather than any sort of comedy. The story's concept isn't bad, and the art and sound are definitely above par, but the characters just killed it for me. The princess came off as overbearing with her repeated ""I'm bound by the Covenants to love this guy but I don't want to"" joke. It was actually pretty funny the first time, but it had already gotten old by the second time and was basically unbearable for me. There's only so much you can do with a single joke, at it wore out the second time she began slamming her head against the wall in frustration.  I love the opening song. It gave me hope for the show when I first heard it. I don't know, I just hated the characters.
EDIT: Oh, and feel free to take this with a grain of salt since I only just barely made it through two episodes. A lot of people follow the ""three episode rule,"" but I find no value in that. Most anime that I hated on the first or second episode never turned out to be any good after three, but that's just me.",4,BrokenKnives
19815,"
                Good, funny and pretty Ecchi series which I guess it really does need an age-limit, huh?
The storyline is not very likely the most '最高' one, but it is pretty good series for those who are a bunch of 'shut-ins' or 'neets' like me. (This is basically my opinion so no complaints?'
The art style is pretty pleasant and I liked it so much that it was supposed to be one of my former favorite series. (But we are talking about the art style over here...)
The opening song, 'This Game', was so good that I have became a fan of the song artist that sang this song,
                  Konomi Suzuki.
I like the characters in this series, especially Shiro and Hatsuse Izuna. They were so cute and I also had their models in my room as well. (Well, I wasn't supposed to say that but this part meant no offense to anybody who are reading my review)",9,Fakeash
19815,"
                this is going to be my honest review. people were saying this anime was great because of it's bright colors that caught peoples attention and the story. so, i thought why not give this anime a try. this is my opinion keep that in mind and don't come for me if you don't like i say. 
story:
first, the story... the story is honestly so confusing. i understood it at first but towards the middle it got very confusing and it's all over the place. i had no clue what was going from episode 3 and onward but i still forced myself to finish the entire
                  series. i have no other comment but to say that the story isn't organized for me to follow up with it. 
art:
now that we got the story out of the way, let's talk about the art style. let me be honest here, the art style is AMAZING ngl like the colors were bright which i loved and it was so pretty. the color choices were definitely my kind of liking and tbh it was the reason why i didn't drop the anime. so the art style was definitely to my liking. 
sound:
now for the osts.... it was okay. i loved the opening A LOT and i still do but the other osts were decent. i'd definitely listen to the opening from time to time but the other osts were eh. 
character:
now let's talk about the characters.... i- literally hated the relationship between shiro and and sora. i felt SO UNCOMFORTABLE because these two siblings were TOO close and they made weird comments too like? just- no i hated it and i was so uncomfortable. that's it. and also why did they have to give all the females big boobs LMAO. LIKE?! ok whatever fan service but like stephanie dola got on my nerves with her moans and shit. she is so dam useless and her only purpose is staying naked every 5 minutes. like i just wanted exit the episode at that point.
enjoyment:
 i can say that i didn't enjoy this anime PROUDLY. it's shit i'm sorry to the fans out there. it's honestly all over the place and the only reason why i stayed is because of the pretty colors and the jojo references. 
overall:
overall, this anime wasn't what people were saying. i literally didn't see why it was so hyped 😀 it's shit. end of my review.",3,girlwiki
19815,"
                hi i never write reviews ever! but im here to tell you why i think you should not waste your time on no game no life!!
the overall story, the universe, the concepts, art, and music? all fine! even good! 
i think there's a lot of potential for the series! i found myself invested in the story and i can understand why people might praise NGNL...
*BUT.*
the never-ending stream of incestuous ecchi makes the series completely unwatchable!
personally, im not a fan of harem, fanservice, or ecchi in the first place, but i can absolutely look past it for an otherwise good series. (some of my fav animes
                  are chobits and kill la kill! both very guilty of these things, but i love them anyway.) 
personal preferences aside, for how much praise the series gets, this is a huge, glaring flaw!! the show is excessive in reminding you that shiro is the 11 year old younger sister, and then takes EVERY opportunity for panty shots, bathing/undressed scenes, and sexual jokes towards her. it feels constant. have you forgotten for even a moment that sora and shiro are unhealthily close in a creepy sexual way? no worries, the show will remind you again with dialogue about how jealous shiro is of all the other girls stealing sora's attention! they try to play it off as sora and shiro ""being shut ins"", which might excuse their dependent relationship. but the anime absolutely could have explored an overly dependent sibling relationship without sexualizing it. shiro's age is very apparent yet she's sexualized right alongside the other harem support characters, as if she's just another romantic interest. even by anime standards, it's unbearable.  
i really wanted to like NGNL!! the games, the fantasy universe, and some of the characters are really cool in concept!! but overall it was such a disappointment. i sat through so many uncomfortable and annoying scenes hoping it would get good. there are other, more average flaws with the show, which doesn't help its case. the story doesn't accomplish much with its one season, some of the other characters feel flat and sexualized to the point that it takes away from their personality, and emotional character development is nonexistent. i haven't bothered watching the movie because i can't imagine it's able to do much to fix the issues and further the plot of the whole series in such a short time span. i can't speak for how the manga handles these things, but as far as the anime is concerned, it is very flawed and incomplete. 
tldr: really pretty art, designs, and concepts - but you have to hurdle a 12 episode wall of intense loli sister ecchi and there's literally nothing on the other side except probably all your friends judging you ¯\_(ツ)_/¯",1,chob1t
19815,"
                No Game No Life was one of the first animes I've watched. I was in love with the beautiful neon art style that was vibrant and unique, the eyes stood out the most as they werent typical at all. Sora and Shiro were two intelligent step siblings who basically complimented eachother in the way they acted. Sora being a desperate virgin and Shiro being a perverted eleven year old. Stephanie the daughter of the former king was a really uneeded character who was only there to be half naked and mocked for being dumb and annoying. If there was a different approuch to her and
                  she was actually this cool, strong girl she would have been actually wanted. There are some really tasteless scenes in the anime that could have gone without and made it more respectable. But the show has some funny elements with Sora and Shiro mocking Steph cause shes a dumb idiot.",7,Mirai_Hunter
19815,"
                [SPOILER]
I'm gonna say this before you read this review (which no one would probably do) that I really hate this anime and you will get triggered by this if you like the anime.
Story: 4/10
We start of by a sibling playing games all day and dominating the whole game universe, they soon get this weird feeling and then get isekai'd for absolutely no reason. HOW GREAT!! I wanna watch this anime because it's another useless fanservice isekai with cute lolis in it. I don't think the premise of this anime is interesting at all. Their world is pretty interesting but that's really there is to it.
                  Logic basically doesn't exists in this anime.
Art: 1/10
The artstyle of this anime looks like the animators has been high on 3 pairs of cocaine, with chromosome inserted inside both of their eyes. Don't get me wrong madhouse absolutely did justice for the artstyle the fanbase wanted, but not for me. 
Sound: 6/10
The opening is really catchy 
Characters: 2/10
Ok, so you got sora the main protagonist of the series whose sole purpose is to only beat everyone with his big brain skills, we never really got to see why he is that smart but HE IS JSUT THAT SMART OK NOW LAUGH. We got another main protagonist that is shiro, a loli fanservice whose also sole purpose is TO BE SMART... and get panty shots. Stephanie Dola is also just some fanservice shit that authors think the fandom would like but they actually did and that's awesome. The only thing she does is basically get half naked everytime and try to be dumb. THe other characters are just the same but different name and costume. Everybody in this anime is A PATHETIC DUMBASS.
Enjoyment: 2/10
Never really found this anime funny whatsoever, this anime is really disappointing because I like videogames and chess but this anime made it worse and think everything is just a game. And I'm gonna say it again, everybody in this anime is A PATHETIC DUMBASS. Even if they are some high 200 iq intellectual albert einstein amongus sus detective, I don't think they are that smart at all.
Overall: 3/10
I don't recommend this anime, I only recommend it for crazy ones who wanna see some exaggerated scenes about something. Or if you like konosuba I would recommend this one because konosuba was also pretty shit.",3,motakez
19815,"
                I wasn't sure what to expect when I began watching this show, but it had me hooked right away. I really enjoyed the art and tone throughout. It's a very bright and upbeat setting. The story itself is a bit predictable, but I found myself drawn to the conflicts they run into anyways. They did well to keep you on the edge as far as how they're going to get out of certain situations. It has a special way of keeping you interested in with the right mix of seriousness, silliness, and ecchi. The diversity of the characters and environment made it enjoyable as well.
                  It's not a long series at 12 episodes, so I would recommend it as a quick watch, I finished it in just a few evenings. That being said, I also think it's too short and leaves things wide open. I'll be excited when the movie comes out.",9,TsukasaKitsune
19815,"
                2nd Review I've Done In Total.
Story - The story is of Shiro and Sora, siblings, who come across an e-mail. They play a 'human' who asks if they ever felt like they have felt like they don't belong in this world. After they win the game they get transported to a new world. They learn the rules of the 'game' and go on their journey of becoming god and conqering the world.
Art - The art was vibrant, well thought out, and I loved the little parody of other anime you could find in there. I thought the use of such vibrant colors was eye-catching and
                  although though people thought that was the only reason people fawn over this series. I loved the art because it depicted this fantasy world extremely well and showed us how Earth is just plain and bare while the new world was vibrant and full of life.
Sound - I thought the sound was very well. The voice actors didn't sound like robots. Shiro's voice actress did the whole quiet, emotionless little girl thing very well. I like those kind of characters. They quite remind me of Kanade and Julie and Shiina. 
Character - The characters were a little cliche I admit. An introverted video game otaku boy who was also... as most teenage boys are... perverted and virgin. I thought Shiro was cliched with her quiet, emotionless, introverted self... Stephanie was the embarassed yet in love character and Jibril was the character not afraid to show herself
Enjoyment - I thoroughly enjoyed this anime. I thought the style, the humour, and the story was great. I've watched this 2x and I admit I binge watch it the whole time. It's hard for me to binge watch a bad show. If I'm watch average or good shows I just switch around with them, but I couldn't do it with this piece of art.
OVERALL: I LOVED IT!! SHIRO WAS MY FAVORITE",10,SweetMoko
19815,"
                I really... Really hate those animes, such Suzumiya Haruhi no Yuuutsu and No Game No Life gained such popularity between the anime fans. Arrogant protagonists in animes are yellow card for me (if I like football, despite of I'm not expert of it), but when they blame the humanity and they think, they are above of every other people, that's red card, and those animes don't deserve even mediocre points at me.
Well, No Game, No Life is like this. Sora is a super intelligent guy, who doesn't find his own place in real life, so he becomes a hikikomori (or ""officially"" NEET) and closes himself
                  out of the world, and just play videogames all day and all night with his younger stepsister, Shiro. She's the only one, whom he loves (if you ask me, he loves her too much...). One day the Step-siblings get into a game, which have rules. With these rules, they need to defeat Tet, the god of games. They meet with many characters, and what I can say, Sora and Shiro together are really genius and foxy, and they always find out the trick of the opponent players. Their logic is brilliant.
But logic and intelligence is not everything. This might be really great anime (because of the complex gameplay), but arrogancy is unforgivable sin at me. I understand, why such animes, like No Game No Life are very popular: Sora and Shiro might refer to those anime fans, who can't find their place in real life. Because they count unique between ""normal"" people (We should talk about who counts normal...) and they think they are exiled from real life. Well, I feel it, I also felt like exiled, because people generally hardly accept me. But virtual life is not real life. And I appreciate those stories much more, which shows, how can an ""exiled"" human find their way in real life. Because everybody has its place in life. And those animes, which give that feeling, it's good to reprobate people, place them in an ""alternative"" world, or virtual world, that unforgivable to me. I will never ever accept the popularity of this anime.
The music also rather awful to me. I don't like Suzuki Konomi's voice, because I never heard emotions in her voice. Her singing ability is relatively ok, but every time, when I hear her singing, I feel like, she's a cosseted girl, who has been raised in shell (as we express the protected children in hungarian), but doesn't know much about the real life. Singing ability and beauty is one thing, but the lack of emotions underrates singing career to me.
Well, this is a hateful and disgusting anime. I don't care of the protagonists are smart and foxy, if they are arrogant as well, and if the anime shows it's ok if you want to hide in the virtual life, that's unforgivable at me.",2,supermario4ever
19815,"
                NGNL doesn't take itself too seriously, which is why I gave it a higher score. If you're going into this anime thinking it's going to have a deep story, then you'll be disappointed.
NGNL has some fan service, I wouldn't say it's over the top, but if you hate fan service it might make you think less of the anime. The plot was good enough to keep me watching without getting bored. It has decent comedy in the right places. There are parts that are suppose to be serious(?) that seem out of place, but they're not often. 
It doesn't feel that rushed compared to other
                  12 Ep seasons, but it definitely should've had 15-20 in my opinion. 
Overall it's a good anime that shouldn't be taken too seriously.",8,Ippo8889
19815,"
                Yeah this anime is super boring. Really 1 dimensional characters and im not into the heavy incest loli vibes sora give off. I literally dropped this at episode 6 and had to force myself to finish it because everyone was like ""Wow best isekai ever."" they were wrong. Best isekai is the first episode of SAO. Soras only traits are being clever and being a pervert. I wasn't even paying attention towards the end. The only redeeming feature is the art. Its amazing and i love the art. I haven't read the light novel (i think its a light novel) because it wasn't even the
                  writing thats the issue its the boring ass concept. I know this will be controversial but yeah.",6,Najivka
19815,"
                You are probably wondering why this show is so popular. It's not pinpointed to the characters or plot, but rather, the strange and unique setting. I'll explain.
I will be frank here. Every time I rate an anime well (7+), I'm extremely critical. And every time I rate an anime badly (6-), I emphasize why I chose the score so any viewer who happens to have different tastes and would take those points as a good thing instead of something that hinders the show will have fair insight as to watch it or not.
For this show, I will start with the good points and then switch
                  over to the things that bothered me.
I will say this: No Game No Life is clever. Forget the plot. Forget the personalities of the characters. By now, assuming you've read the description of the anime, you know that the show is about games — but really, specifically, it's about solving puzzles. The main characters are constantly faced with deception and manage to overcome it in the most bizarre ways. I'm guessing that's why people found it so intriguing and why, despite being constantly irritated by a few aspects, I somehow can't stop watching it. No matter how pissed you are at this anime — and I was totally pissed — the one thing it does not lack is something interesting.
Ok. There you go. I've done my good deed for the day. On to the bad part.
Deep breath.
Characters:
There are two main characters, and a few side ones. But the two main ones are Sora, a sly and arrogant guy whose quirky and fun side does not quite make up for his OP-ness and confidence; and his sister, Shiro, who I will get to later...because I've got a lot I want to say about her.
Why does Sora piss me off? I'll split it into 3 reasons, which I will describe my best, so if you aren't as pissed, you won't miss this otherwise pretty good anime.
1) Sora is too OP
No, as of right now I have not finished this anime. But as of right now, I'm far enough (10/12 episodes) into the show that I can say there is just no character development. Sora is completely flat throughout the entire show. The writers or whoever made up this character decided that as long as he wasn't a complete douche, as long as there was some ecchi to make up for it, they could cover it up. Normally, I wouldn't mind a shallow MC, as long as they had a painful past that could be expanded a bit or they lost once or twice to their opponent; but Sora never does that. Not once does he lose his cool and not once does he stop being arrogant enough for me to want to punch him.
At first I found this attitude likable. I mean, he represented humanity and went against the other races to climb to the top. But then he never changed and his personality went from confident to arrogant to cruel.
2) Ecchi
I'll be blunt: I hate ecchi and harems. So if you don't mind or you like it, just don't bother reading this. 
I usually go out of my way to watch shoujos, not because I particularly liked the genre, but because harem squads are almost never present in female-targeted audiences. I made an exception because this anime happened to be in the 101st spot in the Top Anime list and it didn't have explicit violence or nudity scenes, which I was tired of. By that point, I was desperate, so I eagerly picked it up. That being said, while the ecchi is light and comedic to give some leeway to people  like me, I still don't like it. It's forced, it's dirty, and it's disgusting. The MC abuses females despite this being PG-13 and while the interesting plot tries to make up for it...it just doesn't make up for it. The women shove themselves on top of him like dogs (with one of them even being portrayed as a dog in one episode), and I just about reached my limit when I decided to let off steam on this review.
3) Shiro
And here it comes: The ultimate finish.
Shiro.
Shiro is one of those quiet, kind-of-tsundere-but-not-really girls who somehow wiggle their way through every problem. Talk about a flat character. The writers or directors or whoever tried to make her better by giving her an episode to prove herself but she's just...too bland. She offers a few remarks here and there, shows off her awesomely clever brain once in a while, and that's about it.
And that's it for the review. There's nothing more to say. You might wonder, then why did I rate it so high? Because I can see why people are attracted to this one. I can really see why. But, despite my addiction, it's just not enough.",7,tapbeat
19815,"
                This anime suffers from characters that are obnoxious, writing that is predictable and overall just mediocre storytelling. 
Stop making anime that falls into the same shitty Isekai tropes of people being gods whenever they are ""reborn"" into a new world. 
Nobody wants to watch an anime where you have Einstein 1 and Einstein 2, who by the way are shut-in NEETS, being so OP that they end up ruling humanity by the 4th episode.
Progression is important. Characters being weak is important. It's how we learn to empathise with characters. When you have characters that are perpetually good at every game and don't have to stop
                  and do introspection, you fail to fulfill one of the core tenets of GOOD writing.
Compare this to something like Konosuba. Both are Isekai, but at least Konosuba makes its protagonist actually act like a NEET yet whilst retaining his own character.  Also the protagonist is actually allowed to both be weak or strong at certain times, so he progresses over time. Whereas the male protagonist here...well he's meant to be a NEET but he has more confidence in his gaming ability than Magnus Carlson. It just doesn't fit.
Overall just a bad, overrated anime that lacks fulfilling characters who are obviously fan-service to the audience.",5,Mackson2002
19815,"
                6 years we've waited for a season 2, and no real end in site, the movie is a prequel and not counting towards this going farther into the story. Even with that, we will wait because honestly this show is amazing. its one of the few shows id give a 10/10, the rewatchability is strong in this one. This being about my 4th rewatch and i could watch the whole thing again and not be disappointed.
i see so many people hating on it, because they come into it expecting something else, or having watched other things about it, or having a different experience with the
                  show, mirroring the quotes that they seem to dislike said by one of the protagonists. the world is massive, its large, the rules are unclear, there is no set way to win, btu the human spirit wants to be right, so we continue to try and be the way we thing we need to be to win. 
that being said, i love this show.  as i said weve been waiting 6 years, and all weve had are movies and side stories, but some of us will keep holding this torch.",10,HellenicHg
