review_text,review_rating
"
                Kaguya-Sama manages to accomplish perfectly its view of love as a war. The main idea of the anime is that confessing one's love creates a relationship of submission and thus, defeat. As the two main characters are equally extremely proud teenagers, they get to avoid their honesty and hide their interests in each other while waiting for a confession. At first, this arrogance and passiveness prevented me for relating and caring for them, but it lasted shortly. Both main characters are very expressive by their thoughts, which are represented frequently throughout the scenes, and for the most part are very relatable when it comes to
                  human interaction. This was extremely helpful to deepen the characters personality and create charism. In fact, that's something the anime does perfectly: you end up liking the characters very soon, not only the main two but also the secondary ones. 
The story is purposely simple. Kaguya-Sama is the type of anime that does not have a lot of action going on but surprisingly is very intense in some sequences. It thrives in portraying stuff from our everyday lives as something overly dramatic, creating also very comic scenes. The comedy of the anime really has laughing potential, is well-paced and in the correct dose. It doesn't prevent at all more sensitive scenes to shine. 
The opening and ending are great and so is the soundtrack, which adds a lot to the scenes. The animation and art direction in general is well above average. In the end, Kaguya-sama fulfills everything it proposes to and exceeded my expectations. Highly recommended. Can't wait for a second season!",9
"
                Kaguya is a good show. I will say that, but for me, I did not enjoy it as much as most seem to have. I enjoyed it but did not find it that funny which is one of the shows main pillars so an unfortunate strikeout for me in that department. After that, there was only the story of two tsunderes, Kaguya and Shirogane trying to say they love each other, but their pride holding them both from admitting it. 
There is a decent storyline running through the show which is what kept me watching. The other supporting cast is pretty enjoyable the oblivious airhead
                  Chika, and""always caught in the crossfire"" Ishigami interactions with Kaguya and Shirogane often resulted in humorous moments.
I rather liked the OP very catchy and creative.  
Iffy on if I want to recommend this, but I will give it a cautious thumbs up.",6
"
                Winter 2019 is a nice move for the 2019 anime world. It really is. Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen (Kaguya-sama for short) is definitely in the top 5 best animes of Winter 2019.
 - Story: 8
It sounds simple, and it is simple. Kaguya wants to be confessed. Yeah that's all. Sounds kinda typical, right? But the thing that make the plot outstanding is that - it involves both feelings and funny moments. In fact, in the end of every episode, the last story has many mixed feelings. Funny, and kinda sad, if you ask. That's what make the plot more interesting.
 - Art:
                  10
The art is goddamn gorgeous. They really exceed in designing the characters.
 - Sound: 10
The Chika ending is one of the best ending of Winter 2019, not the best. Wait, did I just state an unpopular fact? The opening (Love Dramatic) is one of the best opening of all time. The outstanding part is that it's a man singing though, not a cute girl. However, in the opposite, the usual ending (Sentimental Crisis) is a girl singing. But it's very, very beautiful. I almost shed my tears when watching the ending. This is probably my first anime that I don't skip the ending and opening.
 - Characters: 8
While the other parts are incredibly great, the characters part is just good. All the characters are great (except Chika the trash meme), especially Kaguya. 
 - Enjoyment: 10
I do enjoy the anime a whole lot. I came from the manga (it was my favourite manga) and I absolutely love it. My favourite manga has been adapted to an anime? Sugoi! 
Overall, I give tihis a 9. One of the best I've ever watched.",9
"
                This was a much hyped series for me but unfortunately disappoints.  Little to no story development, what you see in the first episode is pretty much what you get the whole series through and thus becomes very predictable and boring.  
They set the scene well early on for story and character development but do nothing of the sort and instead repeat the same story line over and over again.  
On the up side the opening and ending themes are great as well as the music throughout the series.
The art and characters designs are good also and doesn't disappoint here either",5
"
                The whole anime was a waste of time, it's amazing how the 2 main characters were able to hide their feelings for so long. I hate the fact that they didn't even confess to each other and I was dying for that to happen. The last episode I was expecting to be more romantic and some sort of confess scene under the fireworks and a kiss. BUT NO THAT DID NOT HAPPEN,
that is what triggered me the most while waiting for something good to at least happen throughout the season.
When I first watched it I thought, 'wow this anime is probably gonna have some nice
                  romantic stuff going on here just like any other anime'
One thing I actually liked about this anime was that you can actually know the thoughts of the 2 characters and how their feelings towards each other affect them, a lot more stuff could have happened which could have made the anime better but I appreciate the person who thought out this anime and made this show, I like the modern time and the art that brings out that bling in the anime.
Edit 2021: Forget I ever made this review lmao",6
"
                Season 1 and just a comedy show.
Turning my brain off is the only way I am able to watch it.
It's not even funny.
Story is written very badly. or in this case; very average. mostly boring. = 3/10
Art very average 4/10
Sound kind of ok = 5/10
Character = Ok 4/10
I won't spend a cent for this anime.
That.s how bad it is. Not worth the money.
Is a great starter anime for noops though.
newby will easily find this anime fun to watch as it is easy to understand. Very easy to understand, if they can't understand; probably had some serious problem on the education ends.
This anime does teach some values, but are mostly crooked. Don't try similar things if you go to japan unless you want to be an actors.
Then again, this is something like for fantasy. This anime do not need you to be a litter good in intelligence at all. You can be a kid of 3 years old and will still enjoy it.
basically, the anime is easy to understand. good for beginners.",3
"
                This anime had everything... love, war, and everything in between those two things. This anime reminded me of the classic American film Mr. and Mrs. Smith starring Angelina Jolie and Jack Black. In it J-Lo and Jack play 2 spies that are married but at the same time they dont know the other one is a spy. In the movie at a certain time they find out the other one is a spy and they have a big fight. But instead of going for his belt like my Dad usually did, Jolie and Black go for their rocket launchers and they start shooting eachother like
                  it's dessert storm. At the end of the movie Love wins and they hug eachother and even kiss. This is a lot like this anime show. But instead of rocket launchers Miyuki and Kaguya shoot smartness bombs at eachother. The whole season is a stale mate, with each character internal monologuing 90% of the time. This show is so good you could miss whole chunks of episodes and the plot would still be in the same place from when you left off. I tested this theory by watching the whole season again, this time starting at episode 12 and then 11 and then 10 and then 9 and then 8 and then 7 and then 6 and then 5 and then 4 and then 3 and then 2 and then 1. It was even better the second time around. My favorite character on the show is Chika. She has a very kawaii dance in the show which I found on youtube.com and I watched for 10 hours straight one night, only masturbating twice the whole time. All in all if you've ever felt like love is war this show is for you. https://www.youtube.com/watch?v=UJyIR0Z-LhE",9
"
                Rom-coms are a dime a dozen these days, and many of them stumble with predictable soap-opera narratives, thinly written characters, or other issues that bore or irritate viewers. Refreshingly enough, this is not the case with Kaguya-sama: Love is War, which avoids these pratfalls and combines a humorous and cleverly written script with a likable cast of characters to provide consistently engaging and amusing scenarios.
The cast of characters is small, but likable and very well-developed. Our protagonists, Kaguya Shinomiya and Miyuki Shirogane, are presidents of the student council at an elite academy. The series’ premise is that both of them have crushes on each other,
                  but of course, neither wants to be the one to confess first, and they resort to playing mind games with one another around simple things, trying to convince the other to reveal their crush. On occasion, supporting council members Chika Fujiwara and Yu Ishigami inadvertently foil their strategies.
As is standard with many comedy series, episodes are divided into three sections, and each features a sketch that usually involves Kaguya or Shirogane devising a plan to get the other to do something. The variety of absurd ways they manipulate each other are consistently funny and well-paced, and nothing ever feels repetitive. The series’ sketch-based structure allows the series to remain interesting and fresh while giving the viewer a look into the inner workings of the way our main characters view each other, and every situation develops them as characters by revealing a handful of their strengths, weaknesses, and traits.
The animation is vivid, featuring colorful and well-defined characters and backgrounds, and the voice actors give excellent performances, allowing the characters to be relatable and expressive. The soundtrack was of good quality, and I especially liked the opening theme, “Love Dramatic.” 
Overall, Kaguya-sama is a truly outstanding series. By circumventing tired romantic clichés in favor of perfectly paced comedy with a psychological twist, it provides a refreshing take on the genre that comes highly recommended to anyone looking for amusing and well-written entertainment.
9.5/10",9
"
                Death Note and Karakai Jouzu no Takagi-san had a baby, and it somehow grew up to be the best romance anime in years.
When I first began Kaguya-sama, I wasn’t sure what to make of it. It certainly was different than any high school romcom I’ve come across. Just the fact it was immediately clear both leads liked each other differentiates it from its peers. Not only that, but they’re each almost certain the other reciprocates their feelings. Sounds like a pretty straightforward solution: one of them confesses and they start dating. Right? Not so fast my friend.
The story largely revolves around Miyuki and Kaguya, the
                  president and vice president of the student council, respectively. Given their social standing, intelligence, and looks, they are both quite popular with the opposite sex, yet they really only have eyes for the other. Oh, and one other important piece of information: they may be the two most stubborn, and prideful, human beings on planet Earth. You see, while they would each very much like to be in a relationship with the other, they would like the other to be the one to confess first. If you’re thinking, “they can’t possibly make a show out of two people trying to get the other to confess”, you would be wrong. Some of their mind games and schemes to get the other to confess, as well as their imagination of how these might come to fruition, is almost always hysterical. I’d also like to point out some of the character development for Kaguya in particular. Her character makes real strides throughout the season as we learn a bit more about her background in the latter parts.
And then there’s Chika, the secretary of the student council. She is a little bit of an airhead and is blissfully unaware of all the mental warfare happening between the president and vice president. This obliviousness often throws a wrench in the leads' plans in hilarious fashion. But what she lacks in I.Q. (at least compared to Miyuki and Kaguya), she makes up in pure charm. Some of the most memorable moments were just Chika being Chika. I’m not saying she’s the deepest, most well-written character ever created, but it you dislike her, you might just be dead inside, or you just haven’t seen “the dance”. But to quote the late great Billy Mays, “but wait, there’s more!’. Apparently the student council had a treasurer that somehow stayed hidden for a decent chunk of the first season. Enter Yuu Ishigami, the character I’ve heard some people refer to as “our guy” because of how (often times painfully) relatable he is. His addition immediately paid dividends. While he is more aware of the absurdities happening around him than Chika, he clearly wants no part of anything that is happening. He’d much rather be playing the latest game release or watching his favorite anime. Did I say relatable?
The art might not blow you away consistently, but if I were ranking anime based solely on the characters’ facial expressions, this would be near the top. The animation is definitely different than most of its counterparts. It’s not quite Shaft-level of odd, but it definitely adds to the quirkiness of the show.
Onto sound. Where do I even begin with the voice acting? Everyone, take bow. Top-to-bottom, this is some of the finest comedic voice acting I’ve heard in anime. If I had to pick a favorite, it’d probably be Konomi Kohara as the zany Chika. And of course, how can you not mention “Love is War”, one of those OPs I would place firmly into the ""unskippable"" category. Shout out to the narrator too, whose droll commentary on the war usually added to the comedy.
If you couldn’t tell, I thoroughly enjoyed Kaguya-Sama: Love is War. The characters are insanely lovable, their chemistry and interactions are fantastic, and it manages to be one of the funniest series I’ve seen while also having some real heartfelt moments, particularly later in the season. Unless you have something against smiling, watch this show, and pray to the anime Gods we get a second season.",9
"
                11:59 PM, 30th March 2019
the exact time of me writing this review
after watching the last episode, i'm not sure if everyone felt the same thing as i am but truthfully, i'm filled with mixed feelings of happiness, sorrow.
before that, let me explain this series in a bigger picture.
kaguya sama is just a normal romantic comedy, we have 2 main characters who is naive in their own way. im not saying this is a bad thing. in fact, their naiveness of love is what makes this anime worth watching. it takes me back to my high school life where love life is such a beautiful thing.
                  as i watch both of the mc doing their best to have their crush love them back, it really makes me feel happy and sad at the same time. im happy because i get to see their hilarious everyday life as they encounter each other, but at the same time i felt sorrow because it REALLY takes me back to high school life. to be honest, reminiscing high school life is a pain. i just can't get over the fact that the best time of my life is over. the care-free life and seeing all friends in the same place is such a beautiful memory.
welp, enough with that, lets get right to the point.
like i said, kaguya sama is just a normal rom-com. but what really makes me love this anime is their comedic narratives. here we have some kind of moderator who explains everything in such a hilarious way, we have funny everyday skits thats full of surprises, we have the other 2 mc who makes everything even more hilarious and many more. i don't know if im just having lack of research materials but i feel like this is the only anime that has done something like this. in the end, kaguya sama is funny in it's own way.
[SPOILER FREE] this paragraph is something that doesn't really need to be here but i just feel like i should write something about the ending.i watch this anime just for fun, nothing serious, just to have a relaxing time on the couch. but seeing how they concluded the anime is just amazing. i was smiling on my own and damn wasn't expecting to feel this way with this kind of anime. i just can't think of a better ending than what we got, it was perfect. with that, my post-anime depression is back.
Story : 9
Art : 9
Sound : 9
Character : 10
Enjoyment : 10
with that, Winter 2019 Animes has ended.
LET US ALL READ THE MANGA!!",9
"
                kaguya sama: love is war .. my god what a show that was.
i must say  was hooked once i read the synopsis and saw the trailer but god did the show surpassed my expectation by a landscape.
story: the stroy is quite simple .. actually as it is it's basically a standard rom com show .. two in love with each other .. a supporting cast that pushes thing around them to get the flow going .. a highschool setting. what's intruiging is how the charatcers are actually how this show differs from others .. we have two genuises dueling it out to make the
                  other confess .. but despite how smart and how elaborate thier plans are the end result always goes to show how naive (to not say dumb) they seem when the are using their intellegence in a domain they know noghting of.
we get these 3 parts per episode mini stories which are hillarious and entertaining as hell and from time to time we get few hints here and there about the backstory of the characters and what made them the way they are .. the sick kaguya epsiode showed the shinomiya family idoelogie and why kaguya is so aggressive with expressing feelings .. then the 2 last episodes show us how different kaguya is from her family .. and how her friends changed her back inot a human being unlike the rest of the shinomiya. and honestly i never expected a comedy to break my heart the way this show did .. i can't praise enough the stroy of kaguya sama.
art/animation: perfect 10 (would give more if i could) 
THIS IS HOW AN ANIMATION COMPANY FLEXES ON THE COMPETITION .. THEY MAKE THE 2ND ED.. seriously that ED was better animated than most good action series .. that ED alone puts everything the likes of pierrot make to shame and IT WAS SHOWN FOR ONCE ONLY.. well now that i'm done with the ED i can freely talk about the rest of the series..
the rest was no less quality than the ED tbh .. the CGI was on of the best uses of CGi in any show .. the character movements . the extreme over the top reactions were so good and the cut scenes along with the amazing visual effecrts made were splendid even tho the show didn't need any of them .. they enhanced it to even higher level by using them .. the show didn't get to feel boring .. nothing kept stall or unmoving .. the dynamic was great .. the camera movements were on point .. the is how animation is done .. A1 this is how you make an anime.. the other aspect is the art .. the art was top notch .. the backgrounds looks goreous and the cut scenes were good looking and well drown .. the faces of the characters were priceless and delivered every drop of feeling they were meant to deliver . bravo
characters: 10
what can i say .. in my mind a tsundere is not a physically violant character .. a tsundere is a character that can't understand their feeling and as such they tend to respond violently ..again not physically altho physical abuse has its own merits in comedy as we saw with the chika hitting ichigami scene..those two main characters .. both were the perfect example of tsundereand it was helarious .. that aside both of them weren't just bland characters to the point you sum them up by calling them tsuns .. kaguya seemed to be like a machine throughout her life .. and after seeing her family mato you can tell that it's because the shinomiya family doesn't allow weakness .. no feelings at all .. never feel mercy .. never feel regret . never feel love .. and after getting to know the outside people that changed ... what makes her a tsundere isn't a generic character trait .. it's that clash between her famely's ideology fight off her new feelings and personality.. miyuki on the other hand is a guy with huge ambitions and armed with hard work .. he made his hardd work pay off and joined a prestigous academy .. and despite being new his hard work made him take the title of students council president .. but despite that he's a regular person with feelings like anyone else and after spending time with a cold hearted kaguya who by the time became a sweet person ( with agressive tendencies) he fell for her yet still is worry of her at the same time .. and that's the conflict that is making him out to seem tsundere .. but this show has other character .. characters that despite being supportive they are actually more important than our main duo themselves.. chika, ichigami and hayasaka (along with others) .. i am still conflicted between hayasaka and chika as to which is this anime's best girl and man is it a hard show .. and ichigami is such a relatable character you can't not sympethize with him .. those three create such an amazing dynamic .. and these three are what made this show to what it is.
in the end .. i must say ... there was no episode of this show that i didn't watch less than 5 times .. and by god in none of these time sdid the the show fail to make me laugh.. i watched alot of comedy .. and i enjoyed alot of them .. but i can confidently say that this show competes with the best of them.. and i'm glad i had this show to lighten up my days. and so i say i give this show a total rating of 9.5/10 .",9
"
                Story: The  core elements of the story, being mainly the social interactions between members of the seitokai, are the usual recipe to slice of life/comedy anime, as people that watched seitokai yakuindomo would know very much. Kaguya-sama wa Kokurasetai follows that pattern and purpose, but excels in the execution. It does so by adding romance and mind games in a rather clever way that makes the viewer cheer and support the main characters on their goals of surrendering the other one. The background story of the characters is also very well made and make us empathize with them. Each one has their struggles and
                  sufferings. The only thing I criticize about the story is also one of the motivations it won a 10 for enjoyment for me, and it is that ""capitularized"", ""short-story divided"" way that the story is told to the viewer. Separating it in individual small funny situations kind of forecloses the development of the story and also the personal maturation of the characters. It is made that way so you can watch a single episode alone and laugh at it, and appreciate it. I understand. But it's kind of frustrating that the Shirogane Miyuki from 9th episode is almost not different from the Shirogane Miyuki from the 1st episode. I realize that 12 episodes may be too less to show some decent development, but comparing the first season of OreImo ( a show I really like ), the show made me laugh but also shown deep maturing of the characters, a substancial development. I missed a little bit of it.
Art: The art is sensational. A person that have watched many animes can see that staff has put some good effort in it. For a short comedy anime like this, it shows that the staff itself has felt in love with the anime, and was having fun producing it. They put a lot of attention to the minimal details, not only concerning to art, but sound and direction too. The diference in design and style from the mainstream 2010s anime art is very noticeable. the shape of the face, the illumination on the eyes... everything feels original and exclusive. The smoothness of the animation, how the frames flow.. even though it isn't a action anime, the animators didn't spared frames. 
Sound: From the opening theme to the ending theme, going through the whole soundtrack, there is not a single time that the viewer will not feel immersed in the flow of storytelling. Talking about storytelling, the storyteller has a deep importance in the whole experience of watching this anime. without him, it wouldn't be as funny and as interesting. The use of this narrating tool helps placing us on a third person spectator viewpoint, giving some distancing from the situation, allowing us to laugh of their misery without emotionally getting too involved in a way we would not laugh as much. 
Character: the characters are perfect: a diligent poor guy, a rich naive former-emotionless woman, a child minded retarded girl and a antisocial (probably channer) otaku. Each one has it's own background, except from chika. She just existis to make shirogane and shinomiya plans go wrong. The joker factor. That is really important in the context of mind games and very well calculated schemes, because her stupidity brings the random factor back to the game. The show itself admits that whole of unpredictability that she has. 
Enjoyment: It made me laugh a lot. that's the only thing that's needed to say. 
overall: I recommend it for everyone. There are many cases when the anime is not very good, so you have to think about a group of people that may like it. But that's not the case of Kaguya-sama. Everyone can watch it and appreciate it.",9
"
                Non-spoiler review.
In the mere 12 episodes this anime had, each one was hilarious. To start with, the opening theme is one of the must watch. Extremely catchy James Bond-esque sound. Each episode had 2 or 3 stories inside. The narrator really added to the enjoyment at the end of each story. The overall story was the constant battle between Kaguya and Miyuki to make the other fall in love first. The hilarity made me laugh so hard at times I had tears. I really liked the art style and sound usage throughout. Character-wise, I loved Chika. She really steals the main characters thunder in a
                  lot of the episodes. If you are looking for a really good RomCom, this is it! Here's hoping for another season!",10
"
                I can’t tell you how many times I’ve said over and over “Watch Kaguya-sama: Love is War”. I’ve been shoving it down people’s throats including nonanime watchers, jokingly of course. I knew from the start that it was going to be something fun to watch but I didn’t expect myself to be so immersed in it.
Kaguya Shinomiya is the smart and talented vice president of the student council of the prestigious Shuchiin Academy and from the wealthy Shinomiya family. On the other hand, you have Miyuki Shirogane, the poor but hardworking president of the student council who uses his incredible work ethic to achieve his
                  goals. To everyone’s eyes, they seem like the perfect couple but they’re actually not dating. These two high school geniuses are too stubborn to admit how they feel about each other so they play these ludicrous mind games to try and win a confession from the other. It’s sort of like an episode of Tom and Jerry or Looney Tunes but in the form of high school relationships. It’s over the top and ridiculous but that’s what’s so great about it.
Every episode is exuberant, and it never feels mundane. It’s implausible to think that most of the action happens in just one single room. Each episode focuses on Kaguya and Shirogane mapping out these various schemes in their heads to come out on top in certain situations, essentially leading them one step closer to having the other one confess their feelings. It’s psychological warfare between the two with everything at stake for them. Except, there’s actually nothing at stake here. When you look at things more carefully you realize that if one of them simply admitted their feelings to the other,  then this crazy situation would be over. But what would be the fun in that? When you take out the narration and context as to what is happening in the head of these two students, it becomes clear as to how ridiculous the entire situation is. To think that the top two students of Shuchiin behave like fools is hilarious.
Although watching two people mentally battle it out is amusing, the reason for their “War” is deeper than it may seem. Kaguya and Shirogane are both prideful and believe confessing to the other is a sign of weakness and submission. But honestly, it seems as if they're both afraid about how the other person might respond and how it might affect their relationship. What if the response is negative? Will they be able to stay friends? When you look at things from this perspective, you begin to understand and relate to their feelings. We've all felt like this before. Their actions may not be as crazy as they seem.
I expected 12 episodes of over the top comedic battles but I was surprised when it suddenly got serious. The latter half of the anime did an excellent job in balancing out the goofy and serious tone. Kaguya: Love is War isn't just some average rom-com. It can get real and emotional and that's what makes it stand out even more.
 Our characters are intriguing and vibrant, and their interactions are dynamic. You begin to understand the characters more as each episode progresses.  Kaguya may seem cold and distant to everyone around her but her friends know she’s a sweet person. Yet they don’t know that she often looks down on them (Chika) which make for some pretty funny moments. Shirogane is hardworking but he’s also a caring person who puts others before himself. Chika Fujiwara is the cheerful and naïve secretary who prances around the student council room not knowing what’s happening between the two protagonists and as a result, she intervenes in their schemes and throws things out of loop for better or worse. Yuu Ishigami, the pessimistic treasurer, can read the situations more clearly but is still pretty clueless as to what is going on. He may seem shy and awkward but when he speaks, he’s honest and straightforward and sometimes comes off as just harsh. This leads to situations in which he unintentionally says something rude or hurtful which results in hilarious scenarios. Ai Hayasaka is Kaguya’s personal maid, but their relationship is that of sisters. She’s the more reasonable one of them all. She is loyal to Kaguya and does her bidding but also encourages Kaguya to be more sincere with her feelings. As a whole, they’re puzzle pieces that fit perfectly together. I was always excited to see these characters interact with one another and curious as to how they’ll surprise me this time. And then when a new character came into the mix, I’d be thrilled and think How will this one change things up? They're a great cast full of chemistry.
There’s nothing more that can be said about the animation and art style. I found it to be clean and smooth. Well done indeed. For a romantic comedy they really did invest a lot into the art and animation and I’m glad they did. Episode 3’s ED pretty much confirmed this. The VA’s did an incredible job bringing out the emotion of each character and have them come to life. Like everything else, the music was top tier. The OST played in each scene fit perfectly making everything more dramatic and impactful. The OP and ED are so good that I found myself bumping to both even when I wasn't watching the anime (wish I could I find them on Apple Music). 
The worst part about Kaguya-sama: Love is War? The fact that it was only 12 EPISODES. Also, the fact that the Chika ED was only ever used once. Such a shame. Honestly, though, I really can’t say anything bad about this anime. I loved it from start to finish. I will say this though if you want a more in-depth look at the story and its characters, read the manga. The anime did gloss over some chapters – one of those chapters being my favorite – so do check it out if you want something extra.
I said it before, and I’ll say it again. WATCH KAGUYA-SAMA: LOVE IS WAR. Or read it. Both are incredible either way. It’s hilarious, emotional, witty, etc. What I expected to be a funny rom-com with redundant clichés we’ve seen, turned out to be one of my all time favorite animes. I deeply encourage you to watch it. It may not be for everyone but I’m sure if you watch it, chances are that you’ll enjoy too.",9
"
                Rom-Com was not my fav type of genre except the one I interest,like Monogatari series or some in mood, But this is by far one of the best School life romance out there, only brainlets would think this is generic funny wholesome rom-com or something along those
Story: Well, at first, I was thought this is a rom-com with funny adult jokes that centered on school life, but after a rewatch, I was wrong, This is death note, Death note is one of the first 3 series I watch and it's highly entertaining in the 1st half, Both people using their brain to kill each other,
                  and one to find out the killer, which was his friend all along, with sus meter so everyone won't notice you're the killer or captured due to sus or something along those lines, In Love is war, that's not the case, you See both couple Miyuki and Kaguya Trying to confess each other, with dumb ways and fun adult jokes, so maybe you guys wouldn't notice it, I recommend when these couples closer each other, turn your brain on, you will see who will confess to them first, with sneak and stealth feeling in their heart, Show your skill to make her/him confess, Or Seduce him/Her to confess to you, And the Humor never feel too crushing
""But how's Love is war a psychological but it almost had no dark theme or it's was a comedy?""
Because Death note mainly uses Jungian psychology or Jungian analysis, as Stated in Wikipedia:
""Jungian Analysis, as is psychoanalysis, is a method to access, experience, and integrate unconscious material into awareness. It is a search for the meaning of behaviors, feelings, and events. Many are the channels to extend knowledge of the self: the analysis of dreams is one important avenue.""
The Art in Love Is war is Excellently directed and colorfully shot and fluid, Nice Blend of rotoscoping, A-1 Pictures is always my dope since they sometimes make a good-great show or maybe even worse, like ao no exorcist,franxx, and even sao, But this is the greatest Animation By A-1 that not disappoint the watcher or A-1 didn't Dissapoint, since animation traded with mid-story or something like that, The art reminds me of shaft, One of my favorite studios
Sound pretty much I don't care, nothing special and forgettable, really, due to the fluid art
Characters are By Far the best part, They use brains and mind to make one of these student councils confess, Miyuki And Kaguya, And other  Characters, who given a backstory or Side characters but they can make a huge impact on the confession they planned, Chika the annoying girl who can make a kiss or make both of the student councils kiss or confess by leaving one of them unguarded their heart and suddenly confesses, Ishigami the Helper, and more ways.
Enjoyment: Laughs, Wholesomeness, Cliffhangers from Seduction and intense scene about the one who will confess first, What do You want? Go Pick this up
Message: If you consider Love is war a solid generic funny rom-com then f**k you, Go rewatch konosuba/Mr bean instead and get a life
Thanks For Reading!",9
"
                "" Love isn't complicated, people are. "" - Lovely Goyal
Love is War depicts an unusual love story of a diligent male president with resourceful and rich female vice president of Student Council. They perceive love as a war and devised many strategies and physiological tricks to hide their own feelings and to make each other the first person to confess. They are both smart and hold dear to their pride, not willing to concede to their true feelings that is hidden behind their cunning and elaborate schemes which makes then overthink most of the time but it's this silliness that steals the audience's heart. And
                  hence, they set this whole romantic war-like-game afoot. 
Oh, how cute.
And then there's Chika, the secretary that is labelled as the best girl in the season with her dance and her memes. She is the innocent girl that becomes the element of chaos to their flawless plan with her causal actions and remarks. She is the cute addition in this complicated war of human's mind. There's also Ishigami, the treasurer that incidentally caught in this mess, he is simply a depressing guy that is straightforward with his feelings with a gloomy mindset and all he wishes is just to not die.
Story part aside, Love is War is such a charm because of the hilarious yet serious facial expressions of the characters in the trivial moments and the unsung voice actors behind them that match their ridiculous dialogues perfectly with the expressions. They managed to portray the insights of the characters well given each awkward situation and to bury the embarrassment behind the characters' smirk while fantasizing. One thing about the employed humour, is not what the content is about but how the voice actors convey it and they did a great job at that, fully utilising the personality of their characters.
Another engagement in the entertaining value is the comments from the narrator that sounds like he's doing real live explanation of a MMA fight, interpreting the emotional change of characters and making the scenes more dramatic than ever. The real deal is when his voice heightened with disbelief for every suspense that just steals the spotlight and increase the comedic value even more.
This is also when the arts of A-1 Pictures and the unique directing style comes into the play. The studio managed to create many attractive scenes with the camera work to keep the story from being dull even if most of the conversation takes place in a single room. The visual effects, and the sound effects casually slip into the clichéd romance and depicts the feelings that you would resonate with. The OSTs, although are average but it sums up as a merit point and blend well with the animation. You've got a retro and funky opening with the old classics spy style that depicts the romantic 'battle' of the brains and the soothing ending that seems to be a dream for the rich girl, Kaguya to escape in.
Overall, Love is War is not perfect, it has its flaws that the episodic story might get repetitive sometimes. However, the pros outweigh them and it is entertaining nonetheless to see a different level of phycological anime with a spice of romcom that preys on how sophisticated a simple love can be made to be. 
A coming-of-age romcom that tickle everyone's bone with the silliness and warm the heart with cuteness and romance.",9
"
                Short Spoiler Free Review:
Damn... I personally have never been a fan of ""Romance"" / ""School"" themed animes, but this one just blew my mind. It is so UNIQUE and I love it exactly for that reason. 
The comedy balanced with the perfect story are on point. I dont remember the last time a ""Comedy"" anime has actually managed to make me smile, but every episode of this anime has managed to do exactly that, and even in occasions, make me giggle out loud. The entire storyline script is just absolutly perfect. I love the narrator and I love the story! <3
The Art is also so
                  bloody great! All the characters are so damn cute! The animations and movement are also done so damn well! I LOVE IT! The second ending (with Chika) is also without a doubt not one of the best, but THE BEST ED (Animation wise) that I have ever seen! It's incredible!  
The sound is also outstanding, not just on the OP and ED (which is also amazing btw), but the sound effects and voice acting are phenomenal! The soundtrack is just perfect! (Constant eargasm guaranteed).
The Characters are also so bloody well made! They are all so fucking cute and I have an interest for all of them (Chika is the one and only best grill btw <3). ( ͡° ͜ʖ ͡°)
Overall, Im giving this anime a solid 10/10. Even if you dont enjoy Romance or School genere animes, this one is different and it is genuinely great and funny! I have a feeling I will remember this anime for a long time and that it will always have a special place in my heart! <3",10
"
                Are you looking for a completely over-the top rom-com with great characters, a unique premise, and absolutely phenomenal voice acting? Well then look no further than Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen! Kaguya- sama was, in my opinion, the most enjoyable anime to air in the Winter 2019 season. It had it's flaws and may not be for everyone, but it was definitely a great ride.
Story:
The basic plot of Kaguya-sama is that two elite student council members, Shinomiya Kaguya and Shirogane Miyuki, fall in love with each other. However, both of them are too proud to admit it, so they engage in a series
                  of battles of wits where they each try to get their opponent to confess. They each have their own way of approaching these battles, but both of them go completely over-the-top while trying to wean a confession out of the other. Round of this plot device with the art and voice acting (more to come on those later) and you get something very unique among a ton of other standard rom-coms that you can't stop laughing at.
Art and Sound:
I'm going to include these two categories together, because in many scenes both of these attributes quite literally make the show. The art style is very consistent and of high quality (especially the second ed in episode 3). Many of the intense ""battle"" scenes are complemented by exaggerated visuals that really add to the dynamic of the struggle between the two main characters. But this is where the sound comes in as well. While the sound direction in terms of the OST is relatively standard, the voice actors knock every scene out of the park. I was consistently amazed by the voice actor's performances, especially Aoi Koga as Kaguya. And the narrator... He brings an intensity to every scene that makes even the most trivial activities feel like a fight to the death. All in all, the execution of the art and sound take Kaguya-sama's humor to another level, and really make it enjoyable to watch.
Character:
Kaguya's characters all have a defined roll in the show, but as plots are executed you learn more about their personalities and backstories. Overall, each one of the characters is lovable and well written, and each is character and role is truly irreplaceable.
Enjoyment:
This is another area where Kaguya-sama stood out above all else (at least for me). While some people who REALLY don't like over-the-top, exaggerated humor may not enjoy Kaguya, it was a show that had me laughing out loud every episode, which is something no other anime has been able to make me do for years. If you are looking for a light hearted, romcom that is just a blast to watch, I really don't think you could find any better than Kaguya-sama. 
Overall:
You're still reading this review? ""O kawaii koto."" But in all seriousness, what are you waiting for? If you've made it this far and still have even the slightest interest in the show, go and give it a watch. It's a great ride, and if you follow the three episode rule and still don't enjoy it, then at least you'll know where that one anime dance that took the internet by storm came from.",10
